outlet,video_id,author,text,likes,published_at,reply_count,source,text_clean,score_positive,score_negative,score_neutral,score_compound,sentiment_label
BBC,nK7-DW4oG58,@philipa.oluwashina1008,"I completely agree with what this woman is saying. Must Africa men , culture and religious leaders talk down women",1,2025-03-22T03:46:52Z,0,YouTube,"I completely agree with what this woman is saying. Must Africa men , culture and religious leaders talk down women",0.128,0.0,0.872,0.4201,Positive
BBC,nK7-DW4oG58,@stephenfemi5850,"Something is not just adding up.. Facial expression, body language shows this woman isn't sincere. She is just playing the victim card. The world are just listening to her alone talking, it has been one sided. She is just out there to embarrass nigerian senate. She has been talking crap about been sexually harassed, according to her, she said after that first encounter of squeezing her hand( is that even sexual harassment? 😂) the harassment continues yet she couldn't present evidences, like audio, or even videos if only she is smart enough. She said Nigeria senate was like a cult, and yet she is part of it and definitely would have thought of ending her tenure and still want her constituencies to vote for her for another 4 yrs. Lets see how far her stubbornness goes. At the moment, even her constituencies, the people she is representing her tired of her madness, they intend calling her back and choose someone else. The time and energy she was suppose to put into represent his people and their needs, she put it into embarrassing herself and Nigeria senate. Let her finish her madness, lies. We are waiting for you here in nigeria.",11,2025-03-20T22:29:29Z,7,YouTube,"Something is not just adding up.. Facial expression, body language shows this woman isn't sincere. She is just playing the victim card. The world are just listening to her alone talking, it has been one sided. She is just out there to embarrass nigerian senate. She has been talking crap about been sexually harassed, according to her, she said after that first encounter of squeezing her hand is that even sexual harassment? the harassment continues yet she couldn't present evidences, like audio, or even videos if only she is smart enough. She said Nigeria senate was like a cult, and yet she is part of it and definitely would have thought of ending her tenure and still want her constituencies to vote for her for another 4 yrs. Lets see how far her stubbornness goes. At the moment, even her constituencies, the people she is representing her tired of her madness, they intend calling her back and choose someone else. The time and energy she was suppose to put into represent his people and their needs, she put it into embarrassing herself and Nigeria senate. Let her finish her madness, lies. We are waiting for you here in nigeria.",0.07,0.171,0.759,-0.9708,Negative
BBC,nK7-DW4oG58,@Kitanfaith7,This rubbish 🤦🏻🤦🏻🤦🏻🤦🏻,3,2025-03-20T19:45:08Z,1,YouTube,This rubbish,0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@olusolaamedeifa111,She is lying,12,2025-03-21T01:00:26Z,2,YouTube,She is lying,0.0,0.63,0.37,-0.5267,Negative
BBC,nK7-DW4oG58,@shocolate12,"the same woman who didn't speak when dey were sharing money but ningi spoke but wan quiet, everyday different allegations",7,2025-03-20T20:33:05Z,0,YouTube,"the same woman who didn't speak when dey were sharing money but ningi spoke but wan quiet, everyday different allegations",0.091,0.0,0.909,0.2263,Positive
BBC,nK7-DW4oG58,@FreddyTams,"Go sister, speak the truth.
We know they will use your constituents to call off your representation.
But you did well to expose their corrupt acts.
We love and support you.",7,2025-03-20T18:23:22Z,0,YouTube,"Go sister, speak the truth.We know they will use your constituents to call off your representation.But you did well to expose their corrupt acts.We love and support you.",0.26,0.046,0.694,0.8126,Positive
BBC,nK7-DW4oG58,@GodwinNtekim,Romantic woman keep lying 🤥,5,2025-03-21T10:56:05Z,0,YouTube,Romantic woman keep lying,0.333,0.42,0.247,-0.1779,Negative
BBC,nK7-DW4oG58,@tayemedoyeDTM,It must be on record that Senator Natasha is not the only women in the Senate Chamber.,1,2025-03-20T20:33:59Z,3,YouTube,It must be on record that Senator Natasha is not the only women in the Senate Chamber.,0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@oluwaseyipeter4911,"The man was joking and she wrongly took it as reality. Most of what she claimed that happened were before the people, that were no offenses.",1,2025-03-20T20:52:27Z,3,YouTube,"The man was joking and she wrongly took it as reality. Most of what she claimed that happened were before the people, that were no offenses.",0.143,0.0,0.857,0.4606,Positive
BBC,nK7-DW4oG58,@DanIsangedighi,"Tell us about sharing the bags.
Leave this thing.
We have seen the movie: Charlie Wilson's war. You didn't play your cards well.",18,2025-03-20T19:31:21Z,0,YouTube,Tell us about sharing the bags.Leave this thing.We have seen the movie Charlie Wilson's war. You didn't play your cards well.,0.176,0.213,0.611,-0.2584,Negative
BBC,nK7-DW4oG58,@OyindamolaCoker,Dis woman is lying. She wants sympathy. I don't believe you madam. you also accused reno,8,2025-03-21T03:02:01Z,1,YouTube,Dis woman is lying. She wants sympathy. I don't believe you madam. you also accused reno,0.118,0.265,0.616,-0.4767,Negative
BBC,nK7-DW4oG58,@King_7-obama,"You all are birds of the same feathers, only God knows the truth, hope its not fighting for our resources ❤😂.",7,2025-03-20T17:03:08Z,0,YouTube,"You all are birds of the same feathers, only God knows the truth, hope its not fighting for our resources .",0.356,0.0,0.644,0.8131,Positive
BBC,nK7-DW4oG58,@VoidPixel4179,Why is this woman crying when she has a husband? 😂 tf is he doing?,3,2025-03-20T15:43:53Z,1,YouTube,Why is this woman crying when she has a husband? tf is he doing?,0.0,0.21,0.79,-0.5362,Negative
BBC,nK7-DW4oG58,@ifyifemanima3972,"We love you, Natasha.",7,2025-03-20T21:46:00Z,1,YouTube,"We love you, Natasha.",0.583,0.0,0.417,0.6369,Positive
BBC,nK7-DW4oG58,@calebgaladima2149,"You sef... Fine woman like this...
Waiting you de find for Nigerian Senate.....
You deserve better. I pray you find justice",0,2025-03-22T20:56:43Z,3,YouTube,You sef... Fine woman like this...Waiting you de find for Nigerian Senate.....You deserve better. I pray you find justice,0.48,0.0,0.52,0.8979,Positive
BBC,nK7-DW4oG58,@cedarxeda2665,I think this woman is lieing,7,2025-03-20T17:53:08Z,0,YouTube,I think this woman is lieing,0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@michaeleno3498,"Why didn't you report when it happened, why wait till now.",0,2025-03-21T09:36:35Z,0,YouTube,"Why didn't you report when it happened, why wait till now.",0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@sheffyelias9901,This lady is talking too much  huunmmm,3,2025-03-21T15:04:27Z,0,YouTube,This lady is talking too much huunmmm,0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@fontemashu7337,"So, because they allegedly held her hand that is why she is shedding tears in every public gathering??
As this story unravels it is clear Natasha is a crook. For a woman who has married 3 times, so no man has every held her hand except tbe ones who married her. Did she cry to tbe natiion??
This woman is not interested in her constituents. She is interested in herself",8,2025-03-21T21:06:50Z,0,YouTube,"So, because they allegedly held her hand that is why she is shedding tears in every public gathering??As this story unravels it is clear Natasha is a crook. For a woman who has married 3 times, so no man has every held her hand except tbe ones who married her. Did she cry to tbe natiion??This woman is not interested in her constituents. She is interested in herself",0.153,0.122,0.725,0.5478,Positive
BBC,nK7-DW4oG58,@nnamdi.ohaegbuchi,She is crying in every interview but cannot present any evidence. She is not serious,7,2025-03-20T19:34:02Z,3,YouTube,She is crying in every interview but cannot present any evidence. She is not serious,0.081,0.125,0.794,-0.182,Negative
BBC,nK7-DW4oG58,@theinternetsavedmylife,"Believe me those statements are quite common in Nigeria but nobody responds to them because they tow the line between funny and sexist (or sexual harassment). 

Most people would say ""as long as you're not giving it to him or he's not forcing you it's fine""",2,2025-03-20T20:23:49Z,1,YouTube,Believe me those statements are quite common in Nigeria but nobody responds to them because they tow the line between funny and sexist or sexual harassment. Most people would say as long as you're not giving it to him or he's not forcing you it's fine,0.109,0.132,0.759,-0.308,Negative
BBC,nK7-DW4oG58,@smartakpabio6261,Natasha you crying all Tv stations will not solve these claims that you've put before us.... All we are asking is for you to bring evidence and stop spoiling people's reputations ..... shameless woman,20,2025-03-21T01:13:49Z,3,YouTube,Natasha you crying all Tv stations will not solve these claims that you've put before us.... All we are asking is for you to bring evidence and stop spoiling people's reputations ..... shameless woman,0.0,0.236,0.764,-0.807,Negative
BBC,nK7-DW4oG58,@elomsorkpor,I find it weird that its always someone else responding for him.,1,2025-03-20T19:31:11Z,1,YouTube,I find it weird that its always someone else responding for him.,0.0,0.134,0.866,-0.1779,Negative
BBC,nK7-DW4oG58,@etinyeneuko1976,"Why didn't you open up to your husband 
She's not saying the truth",5,2025-03-20T22:03:29Z,0,YouTube,Why didn't you open up to your husband She's not saying the truth,0.0,0.141,0.859,-0.2411,Negative
BBC,nK7-DW4oG58,@atinukenafiu3290,He thinks he is a casanova.,1,2025-03-20T19:03:16Z,0,YouTube,He thinks he is a casanova.,0.0,0.0,1.0,0.0,Neutral
BBC,nK7-DW4oG58,@OnyeEgwuregwu,"So let me get this straight, they took time off stealing from Nigeria and making life difficult for Nigerians to say some bad words to each other, and I'm supposed to care about that? Natasha, how many hospitals are in you senatorial zone? If someone got pneumonia today, or a little UTI turn septic, where can they go in your senatorial zone? Where was your 2 year old born? what school in your senatorial zone can you send your 2 year old to? I trust the BBC to platform this onye oshi. No one has stolen more from Nigeria than the British",21,2025-03-20T23:52:55Z,5,YouTube,"So let me get this straight, they took time off stealing from Nigeria and making life difficult for Nigerians to say some bad words to each other, and I'm supposed to care about that? Natasha, how many hospitals are in you senatorial zone? If someone got pneumonia today, or a little UTI turn septic, where can they go in your senatorial zone? Where was your 2 year old born? what school in your senatorial zone can you send your 2 year old to? I trust the BBC to platform this onye oshi. No one has stolen more from Nigeria than the British",0.073,0.135,0.792,-0.8144,Negative
BBC,nK7-DW4oG58,@JolomiRediel-e3v,while telling her story on a cult-like channel like CNN 😂,0,2025-03-20T20:09:16Z,1,YouTube,while telling her story on a cult-like channel like CNN,0.217,0.0,0.783,0.3612,Positive
BBC,nK7-DW4oG58,@alivemniki3896,Brave woman. Love her already.,15,2025-03-20T18:30:29Z,0,YouTube,Brave woman. Love her already.,0.717,0.0,0.283,0.8225,Positive
BBC,nK7-DW4oG58,@rosemo8876,"God will give you strength, Natasha. You are the voice of everyone woman in Nigeria who has been silenced or ignored because they are a woman.",2,2025-03-20T23:20:44Z,0,YouTube,"God will give you strength, Natasha. You are the voice of everyone woman in Nigeria who has been silenced or ignored because they are a woman.",0.173,0.075,0.752,0.4588,Positive
BBC,nK7-DW4oG58,@justmanfrenzy6091,"This Natasha story no clear, why didn't you withdraw your hand when he grabbed it, he held your hand and you kept calm knowing that your husband was just behind.",11,2025-03-21T17:03:16Z,4,YouTube,"This Natasha story no clear, why didn't you withdraw your hand when he grabbed it, he held your hand and you kept calm knowing that your husband was just behind.",0.236,0.059,0.705,0.7591,Positive
BBC,nK7-DW4oG58,@leslieudu2494,Thank you Natasha. Just realize that you are not alone.  It is so sad to say that the intimidation of women in Nigeria 🇳🇬 is part of Nigerian culture.,3,2025-03-20T20:41:14Z,0,YouTube,Thank you Natasha. Just realize that you are not alone. It is so sad to say that the intimidation of women in Nigeria is part of Nigerian culture.,0.121,0.194,0.685,-0.5501,Negative
BBC,nK7-DW4oG58,@adme10,"Fake accusations, kicked her out of the senate",10,2025-03-21T18:33:48Z,0,YouTube,"Fake accusations, kicked her out of the senate",0.0,0.474,0.526,-0.6597,Negative
BBC,nK7-DW4oG58,@oghenekarooghenebrume534,This olosho will be recalled and eventually do some time for criminal defamation. Someone harrassed you in the presence of your husband and you waited for 2yrs till you were removed as senate comittee chairman to raise this accusation. Her senatorial district keeps bringing shame to the senate. Dino wasn't any better,5,2025-03-21T05:57:54Z,2,YouTube,This olosho will be recalled and eventually do some time for criminal defamation. Someone harrassed you in the presence of your husband and you waited for 2yrs till you were removed as senate comittee chairman to raise this accusation. Her senatorial district keeps bringing shame to the senate. Dino wasn't any better,0.0,0.189,0.811,-0.8795,Negative
Al_Jazeera,HfdLO3QwjtA,@pamelaobazee9977,Beauty shouldn't be a problem for anyone.  The problem is with the inability of some people to control themselves around beauty.,263,2025-03-10T11:32:03Z,39,YouTube,Beauty shouldn't be a problem for anyone. The problem is with the inability of some people to control themselves around beauty.,0.315,0.173,0.512,0.666,Positive
Al_Jazeera,HfdLO3QwjtA,@maverixentertainmentltd5855,The fact that they stripped the senator off her security alone means a lot. This exposes her to kidnap and other possible risks which is grossly unfair and a clear injustice.,36,2025-03-12T06:22:43Z,1,YouTube,The fact that they stripped the senator off her security alone means a lot. This exposes her to kidnap and other possible risks which is grossly unfair and a clear injustice.,0.118,0.34,0.542,-0.8139,Negative
Al_Jazeera,HfdLO3QwjtA,@billyray830,"Who is this experienced man? This man has made me to understand what is really going on in Nigeria. Sir, respect, and may God bless you!",312,2025-03-10T11:42:01Z,13,YouTube,"Who is this experienced man? This man has made me to understand what is really going on in Nigeria. Sir, respect, and may God bless you!",0.265,0.0,0.735,0.807,Positive
Al_Jazeera,HfdLO3QwjtA,@Gabbytime-k2j,"""Her beauty is a problem"" 

This is why men need education on sexual harassment.  Thanks to the Arise team who were able to facilitate the discussion to the point of making this Senator come to realize that  sexual harassment is indeed a problem, that should not be swept under the carpent. It's real.",22,2025-03-10T18:12:03Z,2,YouTube,"Her beauty is a problem This is why men need education on sexual harassment. Thanks to the Arise team who were able to facilitate the discussion to the point of making this Senator come to realize that sexual harassment is indeed a problem, that should not be swept under the carpent. It's real.",0.101,0.188,0.711,-0.6908,Negative
Al_Jazeera,HfdLO3QwjtA,@IsraelAmadi-iy4um,You can admit that the Senator's speech is from a matured and experienced mind. I salute you Sir.,18,2025-03-13T13:51:15Z,0,YouTube,You can admit that the Senator's speech is from a matured and experienced mind. I salute you Sir.,0.096,0.0,0.904,0.2023,Positive
Al_Jazeera,HfdLO3QwjtA,@danieljames5272,The man is so blunt to the highest peak.,111,2025-03-10T11:22:52Z,0,YouTube,The man is so blunt to the highest peak.,0.0,0.0,1.0,0.0,Neutral
Al_Jazeera,HfdLO3QwjtA,@nwanjamba,This man is extremely expository in the best honest way possible.  Kudos 👏 💐 to him,169,2025-03-10T12:46:10Z,7,YouTube,This man is extremely expository in the best honest way possible. Kudos to him,0.495,0.0,0.505,0.8957,Positive
Al_Jazeera,HfdLO3QwjtA,@criticalbystander-f7d,Baba is largely well balanced and unbiased in his opinions. He's fair to both sides.,130,2025-03-10T11:28:48Z,4,YouTube,Baba is largely well balanced and unbiased in his opinions. He's fair to both sides.,0.251,0.063,0.686,0.5106,Positive
Al_Jazeera,HfdLO3QwjtA,@Masteryourworld-1,This interview has exposed the depth of the need for social reorientation on sexual harassment. I would love to carry out an enlightenment,17,2025-03-10T19:55:46Z,1,YouTube,This interview has exposed the depth of the need for social reorientation on sexual harassment. I would love to carry out an enlightenment,0.145,0.166,0.69,0.1027,Positive
Al_Jazeera,HfdLO3QwjtA,@foodforyoursoul9930,"Baba Ogunlewe! Ojo a d'ale sir...Agba ni yin, e ni d'agba iya l,oruko Jesu Kristi! E seun sir...Nigerian women can no longer be silent on the issue of sexual harassment towards @Senator Natasha Akpoti-Uduaghan and other women in our society who are being victimized because of refusing these sexual predators... Nigerian men please rise up and defend our women!!! Women, do not be silent, it is time to gain your freedom from these harassers...A woman's beauty should not be her source of pain... Thank you.",9,2025-03-10T19:05:34Z,0,YouTube,"Baba Ogunlewe! Ojo a d'ale sir...Agba ni yin, e ni d'agba iya l,oruko Jesu Kristi! E seun sir...Nigerian women can no longer be silent on the issue of sexual harassment towards Senator Natasha Akpoti-Uduaghan and other women in our society who are being victimized because of refusing these sexual predators... Nigerian men please rise up and defend our women!!! Women, do not be silent, it is time to gain your freedom from these harassers...A woman's beauty should not be her source of pain... Thank you.",0.163,0.136,0.702,0.5951,Positive
Al_Jazeera,HfdLO3QwjtA,@cjceejay5261,"Finally, finally, finally, someone who is forthright  has called a spade a spade. God bless you sir.",83,2025-03-10T11:47:55Z,1,YouTube,"Finally, finally, finally, someone who is forthright has called a spade a spade. God bless you sir.",0.246,0.0,0.754,0.5994,Positive
Al_Jazeera,HfdLO3QwjtA,@clarak.mallah4137,Let them marry pretty women😂😂😂 She isn't responsible for her looks! God created her like that. Justice for Senator Natasha!,90,2025-03-10T14:06:59Z,5,YouTube,Let them marry pretty women She isn't responsible for her looks! God created her like that. Justice for Senator Natasha!,0.463,0.066,0.471,0.8962,Positive
Al_Jazeera,HfdLO3QwjtA,@Sanussyyy,Thank you Senator Adeseye for stating the truth. God Bless you sir,99,2025-03-10T11:09:04Z,2,YouTube,Thank you Senator Adeseye for stating the truth. God Bless you sir,0.548,0.0,0.452,0.8271,Positive
Al_Jazeera,HfdLO3QwjtA,@eugeniacole5781,"There may be hope for Nigeria with this voice of truth and reasoning. What knowledge, God bless you sir🙏🏾",11,2025-03-10T19:21:46Z,0,YouTube,"There may be hope for Nigeria with this voice of truth and reasoning. What knowledge, God bless you sir",0.402,0.0,0.598,0.8442,Positive
Al_Jazeera,HfdLO3QwjtA,@Darkafricanfolktale,The fact that the hosts are asking the right questions unapologetically 🎉🎉,4,2025-03-11T17:01:47Z,0,YouTube,The fact that the hosts are asking the right questions unapologetically,0.0,0.0,1.0,0.0,Neutral
Al_Jazeera,HfdLO3QwjtA,@hassanolanrewaju2869,Whenever Senator Ogunlewe talks everyone listens. It’s indeed a privilege to hear him. May you live long sir.,227,2025-03-10T11:56:35Z,13,YouTube,Whenever Senator Ogunlewe talks everyone listens. Its indeed a privilege to hear him. May you live long sir.,0.128,0.0,0.872,0.3612,Positive
Al_Jazeera,HfdLO3QwjtA,@danielakinosho6192,"God, please save our daughters and women. So in nigeria sexual harraessment is not an issue or important. We need help to reshape our institutions",47,2025-03-10T11:49:08Z,1,YouTube,"God, please save our daughters and women. So in nigeria sexual harraessment is not an issue or important. We need help to reshape our institutions",0.377,0.0,0.623,0.8779,Positive
Al_Jazeera,HfdLO3QwjtA,@oddyodion3014,God bless this former senator. We need more of this kind men abeg.,92,2025-03-10T11:09:26Z,2,YouTube,God bless this former senator. We need more of this kind men abeg.,0.48,0.0,0.52,0.8493,Positive
Al_Jazeera,HfdLO3QwjtA,@arthurrich7686,"Brutally honest from the elder statesman and ex-senator. He was eloquently frank and hilariously unbiased with his responses. I can guarantee you that if he was still a senator today, this interview would have earned him an indefinite suspension.",37,2025-03-10T19:17:53Z,1,YouTube,"Brutally honest from the elder statesman and ex-senator. He was eloquently frank and hilariously unbiased with his responses. I can guarantee you that if he was still a senator today, this interview would have earned him an indefinite suspension.",0.117,0.112,0.771,0.0516,Positive
Al_Jazeera,HfdLO3QwjtA,@judeshang7082,It is not difficult. OBI IS THE ANSWER TO Nigeria,7,2025-03-12T12:55:35Z,1,YouTube,It is not difficult. OBI IS THE ANSWER TO Nigeria,0.19,0.0,0.81,0.2755,Positive
Al_Jazeera,HfdLO3QwjtA,@moniatinaro6928,"Finally, someone with sense is out to debunk all these atrocious acts against Senator Akpoti. Thanks, Senator Adeyeye",172,2025-03-10T11:27:47Z,6,YouTube,"Finally, someone with sense is out to debunk all these atrocious acts against Senator Akpoti. Thanks, Senator Adeyeye",0.146,0.0,0.854,0.4404,Positive
Al_Jazeera,HfdLO3QwjtA,@kckelly2074,"I thought we have lost all our father's, thanks God I saw one today 😮😮😮😮❤",96,2025-03-10T11:40:34Z,9,YouTube,"I thought we have lost all our father's, thanks God I saw one today",0.273,0.126,0.601,0.4019,Positive
Al_Jazeera,HfdLO3QwjtA,@NwankwoUgochukwu-h2v,You will live Long for saying the truth Ezigbo Mmadu,57,2025-03-10T11:54:22Z,0,YouTube,You will live Long for saying the truth Ezigbo Mmadu,0.204,0.0,0.796,0.3182,Positive
Al_Jazeera,HfdLO3QwjtA,@OgbonnayaObuma,"Senator Ogunlewe, now you have all my respect, sir. ❤",6,2025-03-10T18:12:49Z,0,YouTube,"Senator Ogunlewe, now you have all my respect, sir.",0.279,0.0,0.721,0.4767,Positive
Al_Jazeera,HfdLO3QwjtA,@DANSU889,I love elders who speak the truth.,4,2025-03-10T22:55:42Z,0,YouTube,I love elders who speak the truth.,0.565,0.0,0.435,0.7579,Positive
Al_Jazeera,HfdLO3QwjtA,@timokuchuku1336,"All hail Arise News crew for inviting this guest - we can now see why WIKE avoids this TV channel.
Senator Adeseye is the guy - blunt and truthful.
God bless him.",67,2025-03-10T14:06:26Z,2,YouTube,All hail Arise News crew for inviting this guest - we can now see why WIKE avoids this TV channel.Senator Adeseye is the guy - blunt and truthful.God bless him.,0.188,0.05,0.762,0.5719,Positive
Al_Jazeera,HfdLO3QwjtA,@umamwenfarms,"Senator Ogunlewe, God in his infinite mercy will continue to keep you for us, posterity will remember you for this singular truth…",41,2025-03-10T12:19:25Z,3,YouTube,"Senator Ogunlewe, God in his infinite mercy will continue to keep you for us, posterity will remember you for this singular truth",0.266,0.0,0.734,0.7096,Positive
Al_Jazeera,HfdLO3QwjtA,@jamezjaz,"From the mistake made by Sen. N. Akpoti-Uduaghan by refusing to go to her new seat to the mistake made by the president of the senate by reallocating her seat without a prior notice to even bigger mistake made the senate for suspending Sen. N Akpoti-Uduaghan to the fact that Nigerian politics is now moneycracy; no longer democracy.

Thank you for your insights, Fmr. Sen. Ogunlewe 🙏",29,2025-03-10T14:50:02Z,3,YouTube,"From the mistake made by Sen. N. Akpoti-Uduaghan by refusing to go to her new seat to the mistake made by the president of the senate by reallocating her seat without a prior notice to even bigger mistake made the senate for suspending Sen. N Akpoti-Uduaghan to the fact that Nigerian politics is now moneycracy no longer democracy.Thank you for your insights, Fmr. Sen. Ogunlewe",0.0,0.168,0.832,-0.8779,Negative
Al_Jazeera,HfdLO3QwjtA,@garbaabdullahiidris6613,"Pa Adeyeye is saying the truth, Beautiful women in the midst of those Men is a problem",3,2025-03-10T21:02:03Z,0,YouTube,"Pa Adeyeye is saying the truth, Beautiful women in the midst of those Men is a problem",0.271,0.118,0.611,0.5423,Positive
Al_Jazeera,HfdLO3QwjtA,@Atima-d4k,Such an honest man. Unapologetically truthful. Thank you Sir. Today I have seen a man of honour in Nigeria.,2,2025-03-15T10:18:24Z,0,YouTube,Such an honest man. Unapologetically truthful. Thank you Sir. Today I have seen a man of honour in Nigeria.,0.455,0.0,0.545,0.91,Positive
Al_Jazeera,HfdLO3QwjtA,@UzunmaImo,"Today is a day of open secret.  If this man is still a senator,  they will suspend him today!",29,2025-03-10T11:28:29Z,7,YouTube,"Today is a day of open secret. If this man is still a senator, they will suspend him today!",0.0,0.126,0.874,-0.3802,Negative
Al_Jazeera,HfdLO3QwjtA,@gloryadams161,This is the best interview so far on Arise TV. May God protect this elser ans cause him not to be disfavoured in life IN JESUS NAME AMEN,70,2025-03-10T12:21:39Z,2,YouTube,This is the best interview so far on Arise TV. May God protect this elser ans cause him not to be disfavoured in life IN JESUS NAME AMEN,0.263,0.0,0.737,0.836,Positive
Al_Jazeera,HfdLO3QwjtA,@yemeve,"Best interview so far on Arise Tv. I truly enjoyed this show today. 
Most honest politician. Kudos Daddy. God bless you for being blunt and factual. May you live long in good health ❤😂",39,2025-03-10T13:42:02Z,0,YouTube,Best interview so far on Arise Tv. I truly enjoyed this show today. Most honest politician. Kudos Daddy. God bless you for being blunt and factual. May you live long in good health,0.504,0.0,0.496,0.976,Positive
Al_Jazeera,HfdLO3QwjtA,@nwachukwujohnson9007,"I love the way rufai ask question,  most of the time he ask my mind , exactly what goes on in my heart ... this man is very open",5,2025-03-11T08:03:16Z,0,YouTube,"I love the way rufai ask question, most of the time he ask my mind , exactly what goes on in my heart ... this man is very open",0.237,0.0,0.763,0.8555,Positive
Al_Jazeera,HfdLO3QwjtA,@Ramondragonbalx,Rufai God bless you for that question to the man. He was dancing around and trying to dodge the question.,3,2025-03-10T19:59:06Z,0,YouTube,Rufai God bless you for that question to the man. He was dancing around and trying to dodge the question.,0.214,0.0,0.786,0.5994,Positive
Al_Jazeera,HfdLO3QwjtA,@charlesduru5838,Am encourage today listening to this man. I thought we had lost every sense of reason.,89,2025-03-10T11:00:51Z,4,YouTube,Am encourage today listening to this man. I thought we had lost every sense of reason.,0.168,0.117,0.714,0.25,Positive
Al_Jazeera,HfdLO3QwjtA,@Phenomenal_Grace_001,"Senator Ogunlewe has truly exemplified the wisdom and courage of an elder. Elders uphold the truth, regardless of the consequences. There is no greater truth than what he has spoken. Nigeria, we hail thee.",18,2025-03-10T14:34:50Z,0,YouTube,"Senator Ogunlewe has truly exemplified the wisdom and courage of an elder. Elders uphold the truth, regardless of the consequences. There is no greater truth than what he has spoken. Nigeria, we hail thee.",0.297,0.092,0.611,0.8413,Positive
Al_Jazeera,HfdLO3QwjtA,@kristineogunkoya8687,What is going on? Rufai & Ayo thank you for your continued efforts to speak to women’s issues.,78,2025-03-10T11:39:08Z,0,YouTube,What is going on? Rufai Ayo thank you for your continued efforts to speak to womens issues.,0.135,0.0,0.865,0.3612,Positive
Al_Jazeera,HfdLO3QwjtA,@babafunkeelufioye8026,"Well done, Rufai, for asking that question, 'if Natasha is his daughter' 
All leaders were too afraid to talk",6,2025-03-10T19:34:03Z,1,YouTube,"Well done, Rufai, for asking that question, 'if Natasha is his daughter' All leaders were too afraid to talk",0.104,0.0,0.896,0.2732,Positive
Al_Jazeera,HfdLO3QwjtA,@DareFestus,Thank you so much sanator ogunlewe.l really enjoy your contribution.,1,2025-03-26T13:43:55Z,0,YouTube,Thank you so much sanator ogunlewe.l really enjoy your contribution.,0.428,0.0,0.572,0.7178,Positive
Al_Jazeera,HfdLO3QwjtA,@cisereo,The most honest person in Nigerian politics… thank you sir,38,2025-03-10T12:18:43Z,3,YouTube,The most honest person in Nigerian politics thank you sir,0.432,0.0,0.568,0.7264,Positive
Al_Jazeera,HfdLO3QwjtA,@johnsonefosaosarumwense1290,"Baba senator Ogunlewe Adeseye is a genius:I applaud your courage to speak truth to the powers that be, I am inspired by You greatly Sir.Godbless You sir",28,2025-03-10T16:39:36Z,1,YouTube,"Baba senator Ogunlewe Adeseye is a geniusI applaud your courage to speak truth to the powers that be, I am inspired by You greatly Sir.Godbless You sir",0.337,0.0,0.663,0.8934,Positive
Al_Jazeera,HfdLO3QwjtA,@ilemonajoseph5095,"Despite his political biases, he spoke absolute truth. Respect, man of honor",17,2025-03-10T13:25:09Z,0,YouTube,"Despite his political biases, he spoke absolute truth. Respect, man of honor",0.489,0.0,0.511,0.8225,Positive
Al_Jazeera,HfdLO3QwjtA,@christianaabu2752,"Natasha, may you live long and continue to stand for women.",4,2025-03-12T02:55:51Z,0,YouTube,"Natasha, may you live long and continue to stand for women.",0.0,0.0,1.0,0.0,Neutral
Al_Jazeera,HfdLO3QwjtA,@williamsbello7105,"I enjoyed this interview so much that I have to rewatch it. Kudos to the Arise team and the distinguished but frank speaking Senator Ogunlewe.

The highlight for me was the statement that beauty is a problem. A lot of men (and of course some women too ) in Nigeria need to be seriously schooled on the topic of sexual harassment.",7,2025-03-10T23:41:19Z,0,YouTube,I enjoyed this interview so much that I have to rewatch it. Kudos to the Arise team and the distinguished but frank speaking Senator Ogunlewe.The highlight for me was the statement that beauty is a problem. A lot of men and of course some women too in Nigeria need to be seriously schooled on the topic of sexual harassment.,0.168,0.138,0.694,0.3071,Positive
Al_Jazeera,HfdLO3QwjtA,@chigozieukachuku8651,This is the 1st time am seeing a politician speaking nothing but the raw truth. Nice one,30,2025-03-10T17:24:33Z,2,YouTube,This is the 1st time am seeing a politician speaking nothing but the raw truth. Nice one,0.307,0.0,0.693,0.7684,Positive
Al_Jazeera,HfdLO3QwjtA,@Man-Like-Beanie,"Hon Senator Ogunlewe!
Your revelation is “spiritually inspired “
😂😂😂😂😂😂",17,2025-03-10T11:55:16Z,0,YouTube,Hon Senator Ogunlewe!Your revelation is spiritually inspired,0.368,0.0,0.632,0.5411,Positive
Al_Jazeera,HfdLO3QwjtA,@akinsehinwamercy7229,"Thumbs up for distinguished Senator Ogunlewe for your honest and unbiased comments and for educating us better. A poor man cannot be a politician in Nigeria!
God bless you more, Sir.",40,2025-03-10T15:07:32Z,1,YouTube,"Thumbs up for distinguished Senator Ogunlewe for your honest and unbiased comments and for educating us better. A poor man cannot be a politician in Nigeria!God bless you more, Sir.",0.241,0.109,0.649,0.7263,Positive
