outlet,text,author,user_location,published_at,likes,reply_count,source
BBC,"𝐄𝐯𝐢𝐝𝐞𝐧𝐜𝐞 𝐨𝐫 𝐄𝐱𝐢𝐭: 𝐒𝐞𝐧𝐚𝐭𝐨𝐫 𝐍𝐚𝐭𝐚𝐬𝐡𝐚 𝐀𝐤𝐩𝐨𝐭𝐢-𝐔𝐝𝐮𝐚𝐠𝐡𝐚𝐧 𝐌𝐮𝐬𝐭 𝐂𝐡𝐨𝐨𝐬𝐞

Senator @NatashaAkpoti’s latest Facebook post dismissing Dr. Sandra Duru’s (aka Prof. Mgbeke) May 1 live broadcast as “manipulated” and “politically motivated” offers no facts, no forensics, and certainly no credibility. What it does offer, unfortunately, is a continuation of a now familiar pattern: sensational allegations, quickly recycled into conspiracy claims once confronted with inconvenient evidence.

Dr. Duru’s two-hour livestream—complete with audio recordings and screenshots—directly contradicted the Senator’s repeated denials. These materials, if authentic, expose a troubling consistency: a public official weaponizing unproven accusations for political mileage, then falling back on deflection once the narrative begins to unravel.

To date, Senator Akpoti-Uduaghan has claimed, without presenting a single verifiable document, that:

1. Senate President Godswill Akpabio sexually harassed her;

2. Former Governor Yahaya Bello was contracted by Akpabio to assassinate her;

3. The Akpabios were involved in the 2021 death of a minor;

4. Her reassignment in the Senate seating plan was punishment for rejecting advances;

5. Her motions and bills are being blocked on the Senate floor;

6. She has been denied official travel approvals and now self-sponsors her statutory assignments;

7. And now, most recently, that all incriminating recordings are part of a grand “Akpabio script” read aloud by a woman she insists is a fraud.

Not one of these claims has been backed by a police report, a sworn affidavit, a Senate motion, or even a single authenticated document. And when confronted with contradictory evidence, the Senator’s response has been reflexive: attack the source, dismiss the proof, shift the narrative.

Let it be said plainly—Nigeria’s public institutions are not theatres for trial-by-sentiment. When elected leaders make explosive allegations, they owe the public something more than emotive storytelling. They owe facts.

At this point, four basic, non-negotiable steps remain:

1. Authenticate or refute Dr. Duru’s recordings through an independent forensic lab—publicly, not via hashtags or captions.

2. Present the evidence—police reports, court filings, Senate records, audio verifications—that support your claims.

3. If you believe you’ve been defamed, file suit. Nigeria has courts, not just cameras.

4. Failing the above, tender a public apology and resign honorably.

The integrity of Nigeria’s democratic institutions depends on the honesty and accountability of those who serve within them. In the interest of promoting accountability and restoring confidence in our national discourse, it is long overdue for Senator Natasha Akpoti-Uduaghan to stop hiding behind rhetoric and start supplying proof.

Nigerians deserve better than conjecture and drama. The time for storytelling has expired. The burden is now hers: evidence or exit.
#AkpotiLied #NatashaSpeaks #AkpabioExposed #StandWithNatasha #AkpotiVsAkpabio #SenateScandal #GullibleAndHungry #Akpabio #NatashaAkpoti #EvidenceOrExit #WeAreAllNatasha
@UNDP_Nigeria @guardian
@BBCWorld
@AlJazeera
@CBSNews
@Reuters
@AP
@UN_Women
@IPUparliament
@UNHumanRights
@amnesty
@hrw
@UN_News_Centre
@abati1990 @ruffydfire @ayomairoese @ojyokpe @ARISEtv @obyezeks @AishaYesufu @DavidHundeyin @Tunde_OD @SavvyRinu @DrJoeAbah @ayosogunro @Omojuwa @CharlyBoy @OluKukoyi @ToluOgunlesi @channelstv @BBCAfrica @AP @guardianng @PremiumTimesng @SaharaReporters @instablog9ja @LindaIkejiBlog @DrOlufunmilayo @aproko_doctor @BankyW @falzthebahdguy @OneJoblessBoy @tosinolaseinde @AdesopeLive",Ike,"Houston, TX",Sat May 03 12:41:01 +0000 2025,0,0,X_Apify
X_General,"@LadanSalihu1 Nigeria's Senate has suspended a female senator, Natasha Akpoti-Uduaghan, after she accused its presiding officer of sexual harassment https://t.co/VFAp6Nk2w1 National Disgrace.",Iliya Ismail,"Bauchi, Nigeria",Sat Mar 08 09:19:39 +0000 2025,1,0,X_Apify
BBC,"The shameful behavior of @NGRSenate and its President @Senator_Akpabio over the unlawful suspension of Senator Natasha Akpoti-Uduaghan is global! BBC, DW (Germany), AP, CBS News, ABC News, Aljazeera and many more! Keep tagging the global media houses https://t.co/u9KMVFwKJq",Omawumi O,Heaven on Earth,Fri Mar 07 23:26:34 +0000 2025,1,0,X_Apify
Al_Jazeera,"@Edocentral @bonnypumping @ARISEtv @NatashaAkpoti Nigeria's Senate has suspended a female senator, Natasha Akpoti-Uduaghan, after she accused the Senate president of sexual harassment 

~Aljazeera",Jasper Aniet Louis,space,Fri Mar 07 21:14:55 +0000 2025,0,0,X_Apify
Al_Jazeera,"Nigeria's Senate has suspended a female senator, Natasha Akpoti-Uduaghan, after she accused the Senate president of sexual harassment 

~Aljazeera https://t.co/FoRabqwPqe",Engr.Abudawud🛰🌍MNSE🇵🇸🗨,,Fri Mar 07 12:58:46 +0000 2025,0,0,X_Apify
Al_Jazeera,"Nigeria's Senate has suspended a female senator, Natasha Akpoti-Uduaghan, after she accused the Senate president of sexual harassment 

~Aljazeera https://t.co/toyLk9UzK5",Mindset🗝️, 🌐 ,Fri Mar 07 12:19:34 +0000 2025,822,0,X_Apify
X_General,"Nigeria's Senate has suspended a female senator, Natasha Akpoti-Uduaghan, after she accused its presiding officer of sexual harassment https://t.co/GZiyUX03PS https://t.co/t9OEjme2d0",Al Jazeera English,"Doha, Qatar",Fri Mar 07 11:50:00 +0000 2025,15278,0,X_Apify
BBC,"Senate President Godswill Akpabio has filed a ₦200 billion defamation suit against Senator Natasha Akpoti-Uduaghan, demanding damages over allegations made against him.

Source: BBC Hausa https://t.co/RDOl5xmzfu",Sadam,Around the word ,Sun Dec 07 15:52:13 +0000 2025,8,0,X_Apify
BBC,"THE 3 POINTS AGENDA:
Explosive Allegations Rock Nigeria's Senate: Sister-in-Law Demands Godswill Akpabio's Resignation Amid Claims of Betrayal and Abuse.

LAGOS, Nigeria, October 18, 2025.
In a dramatic escalation of familial and political tensions, Mrs. Pat Akpabio, the wife of Senate President Godswill Akpabio's brother Ibanga, has publicly accused the nation's third-highest-ranking official of abuse of power, betrayal of family members, and a pattern of victimizing women. In a nearly five-minute video recorded from inside a car and shared widely on social media platforms like X (formerly Twitter), Mrs. Akpabio vows to expose more damaging scandals unless the Senate President steps down immediately.

The video, which surfaced on October 16 and has garnered over 240,000 views on a single X post alone, captures Mrs. Akpabio in a passionate rant. ""I've never seen a man who is so intoxicated with power. You victimize women! Why are you scared of powerful women?"" she declares, her voice laced with frustration. 

She further alleges that Akpabio attempted to imprison his own brother, her husband, in an Abuja prison, and accuses him of being a ""sadist,"" ""narcissist,"" and ""blackmailer"" who betrays those closest to him. ""You were a cab driver... You are nobody,"" she says, referencing his pre-political life and claiming he has forgotten those who helped him rise to prominence. Mrs. Akpabio also links him to unresolved killings during his tenure as governor of Akwa Ibom State and as a senator, stating, ""For all the people you people have killed when you were the governor... and those you people have killed now that you are in the Senate, it will never be well with you.""

She concludes with an ultimatum: ""The only way you will get me not to expose you is to vacate the Senate. If not, this is just the beginning."" The post sharing the video has sparked 398 replies and counting, amplifying calls for accountability within President Bola Tinubu's All Progressives Congress (APC) administration.

2.  A Pattern of Controversy: Echoes of Past Allegations
These accusations do not emerge in isolation. They echo a series of 2025 claims against Akpabio, particularly those involving the alleged targeting of influential women. In March, Senator Natasha Akpoti-Uduaghan, representing Kogi Central, accused Akpabio of sexual harassment, abuse of office, and obstruction of her legislative duties. The Nigerian Senate responded by suspending her for six months, a move criticized by international observers as a ""classic abuse of power."" Akpoti-Uduaghan, in a televised interview, vowed to present evidence of the assault, but the Senate's ethics committee dismissed her petition. The incident drew global attention, with the BBC reporting on the suspension and highlighting concerns over gender dynamics in Nigerian politics.

Similarly, allegations from a Rivers State woman have resurfaced in public discourse. Former Niger Delta Development Commission (NDDC) Managing Director Joy Nunieh accused Akpabio of harassment in 2020, claims that gained renewed traction in 2025 amid broader scrutiny of his conduct. Former Vice President Atiku Abubakar weighed in, labeling Akpabio a ""corrupt leader with a history of abusing women"" during his governorship. These incidents suggest a recurring pattern, fueling online criticism of Akpabio's character and raising questions about his fitness for office.

3.  Akpabio's Dismissal and the Broader Political Fallout
In response, Senate President Akpabio, through his media aide, dismissed the video as an ""attention-seeking outburst"" from a ""disgruntled relative"" incapable of tarnishing his reputation. On October 17, he stated that the allegations were baseless and urged the public to focus on his legislative achievements rather than family disputes. Akpabio's camp has portrayed the rant as motivated by personal grievances, possibly linked to unmet expectations or internal family conflicts.

""The River state woman said it about him. Natasha said it about him. His brother's wife is saying it!""

Yes, we still have people who express skepticism, suggesting Mrs. Akpabio's motives stem from exclusion from political benefits.

As Nigeria grapples with economic challenges and political instability, this family feud underscores deeper concerns about power, gender, and ethics in governance. 

While the allegations remain unproven, they have undeniably amplified scrutiny on one of the country's most powerful figures. 

Mrs. Akpabio has hinted at more revelations, leaving the nation watching to see if this is indeed ""just the beginning.""",Masu Zafi 🔥🔥,"Washington, DC",Sat Oct 18 07:57:52 +0000 2025,3,0,X_Apify
BBC,"Trial of Senator Natasha Akpoti-Uduaghan on Cybercrime Charges Stalled

Photo Credit: X (Formerly Twitter)

The planned commencement of the trial on cybercrime charges against suspended Kogi Central Senator Natasha Akpoti-Uduaghan at the Federal High Court in Abuja was stalled following an objection raised by her lead counsel, Ehiogie West-Idahosa, SAN. The objection led the presiding judge to defer the matter, ordering that the court address the objection before proceeding. The trial has now been rescheduled to begin on October 20, 2025.

The charges against Senator Akpoti-Uduaghan relate to alleged cybercrime activities, which stem from her legal disputes with Senate President Godswill Akpabio and former Governor Yahaya Bello. The case is part of a wider confrontation in the National Assembly and involves additional accusations such as defamation.

Senator Akpoti-Uduaghan, who has continuously denied wrongdoing, appeared in court accompanied by her legal team. Her counsel successfully argued that certain procedural issues needed resolution before the trial could officially start. The Federal Government’s lawyer disagreed, insisting that the objection was insufficient to halt the trial, but the judge ruled in favor of hearing the objection.

The case is being closely followed as it highlights tensions within the Nigerian political landscape, especially amid accusations of political marginalization and legal battles involving high-profile figures. Earlier court rulings granted bail to Senator Akpoti-Uduaghan, with conditions set by the court.

As the next court date approaches, legal teams are preparing to present evidence and arguments, with significant attention on how the trial outcomes might impact the senator's political career and broader legislative dynamics in Nigeria.

Sources: BBC Pidgin, Punch Nigeria, Vanguard, Guardian Nigeria, Royal News, Matrix Nigeria",CABS WORLD TV,World,Mon Sep 22 13:28:25 +0000 2025,1,0,X_Apify
BBC,Natasha Akpoti-Uduaghan: Suspended Nigerian senator refused entry to National Assembly - BBC News https://t.co/4Hc9JK87Sb,Syeda Shabana Ashraf,"أبوظبي, الامارات العربية المتح",Tue Jul 22 16:24:32 +0000 2025,0,0,X_Apify
BBC,"@Mayor_Ideato I wasn't making references to the land disputes, was making a general statement on his character, even on the land dispute, how about hiring a proper media team and get this issues aired by CNN, BBC, FOX, RT and Aja... Etc take Natasha Akpoti template naa",Mpaa collins,Orbit ,Sun Jun 29 15:45:30 +0000 2025,0,0,X_Apify
BBC,"⚠️ NATIONAL SECURITY ALERT ⚠️

FROM: Prof. MGBEKE (Dr. Sandra Duru)
TO: NSA • DG-SSS • IGP • PRESIDENCY • NIGERIAN CITIZENS

After courageously revealing a fragment of damning evidence, specifically where Natasha Akpoti recklessly invoked the name of the National Security Adviser (NSA) of Nigeria, exposing her plot to incite public dissent and manipulate national sentiment in her favor, I, Dr. Sandra C. Duru, one of the principal complainants and key witnesses, have now become the target of an aggressive and cowardly campaign of harassment and intimidation. 

I will soon share, in Natasha Akpoti’s own words, the real reason she fled Nigeria, right when she was due to be served with a criminal summons. Instead of facing justice, she ran to America where she began plotting malicious attacks against me and my children. But we give all glory to God and to the strength of the American legal system. Despite all her lies, manipulations, slander, misinformation, and smear campaigns spread through Adeola Fayehun’s platform and various blogs, the truth has stood firm.

Let it be known! I have a clean record. I am not what they claim. And no amount of wicked propaganda will change the facts or silence me. Justice will prevail. Lies can’t stand forever.

Rather than owning up to the chaos she has caused across the Nigerian Senate, ARISE TV, Channels, BBC, Adeola Fayehun’s platform, and multiple social media outlets, or better still presenting verifiable evidence in court where this matter is already being filed by the Attorney General of the Federation (AGF) following a thorough investigation, Natasha Akpoti continues to evade justice and manipulate the public.

Let the record show: when court officials attempted to serve her, she fled Nigeria, only to reappear in the United States, then later resurfaced in the UK, all while orchestrating threats and attacks on me from abroad. I have receipts, timelines, and full documentation on her international movements and sinister plans those will be unveiled in due course. I will do everything to protect my family, my children, and my beautiful name!

Following my partial disclosure of how she tried to weaponize the name of the NSA to destabilize trust in the Nigerian government, sponsored social media operatives began circulating laughable “damage control” narratives, including claims of “AI” and “voice cloning.” Even Adeola Fayehun, whom one would expect to act with better judgment, has chosen to cry over spilled milk, invoking “voice cloning” in a matter far beyond such childish excuses.

Let’s be clear: THIS IS NOT AI. THIS IS NOT A CLONE. THIS IS HER VOICE.

I now issue this direct challenge to the integrity, competence, and accountability of Nigeria’s top 3 security offices:

 1. To the NSA, DG-SSS, and the Inspector General of Police (IGP) — You are hereby urged to immediately guarantee the safety and protection of every journalist and whistleblower who is being threatened by Natasha Akpoti and her associate, Emmanuel.
 2. Nigerians deserve clarity and assurance: Is the Presidency truly safe? How was such classified intelligence carelessly mentioned in a conversation now widely available or did she lie? Is Natasha Akpoti above the Nigerian state?

I have walked this path before with Dr. John Ndanusa Akanya and A.Z. Gadzama, and I’m ready to clean this up again with brilliance and integrity, pro bono, because I love this country but had no choice but to excuse myself for the best.

To the NSA:
You must now address the nation. You owe Nigerians an answer. Is that Natasha Akpoti’s real voice, or not? You’ve heard it. We’ve heard it. The world is watching. It is time to stop shielding criminal recklessness and start defending the integrity of our democracy.

This is bigger than politics. This is treasonous. This is a national disgrace.

We cannot continue to allow individuals to turn citizens against their government using …

Find the full article on my Facebook page: Prof. Mgbeke",Prof. Mgbeke,,Wed Jun 04 12:27:29 +0000 2025,67,0,X_Apify
BBC,"And to Natasha Akpoti, no matter the channel you run to, be it Arise, BBC, or “Tikkor Street, you will answer for every lie, every blackmail, every single manipulation, every destroyed reputation, and every life disrupted by your destructive campaign. I will never let go of your lies and smear campaign against me, my children, and businesses! I swear on my late father’s grave that I will fight you and i will break the jinx of your cartel and cabals one more time just ss i did dome years ago in my time at S. O. N. I am in town to take good care of this mess outside of the garage and the doors of your hired and senseless paid useful idiots ranting on the internet! 

The gates of justice are open. And the lioness is roaring.

My dear lovers of the truth, i will be dropping a few songs on LIE-TASHA as majority of you have requested to entertain you on this ongoing matter, while i focus on getting a well deserved justice for all of us with my brilliant team of experts who i came back with this morning with more forensically examined and verified evidences against Natasha Akpoti and her cohorts! 

Let’s be reminded that I WILL NEVER BACK DOWN, BACK OUT! OR BE DISTRACTED BY THEIR SENSELESS MEDIA ATTACKS! They’ve only been able to wake up the warriors in me! 

Stay tuned and i promise to bring Natasha to face the consequences of her actions and crimes! 

Prof. Mgbeke",Ayekooto,Abuja,Sat May 10 14:37:48 +0000 2025,82,0,X_Apify
BBC,"RUNNING FROM PDP TO APC WILL NOT HAPPEN OR CHANGE ANYTHING ABOUT YOUR CRIME AGAINST HUMANITY AND YOUR COUNTRY, NATASHA! THE MASK IS OFF: NATASHA AKPOTI EXPOSED — A WARNING TO TRAITORS IN DISGUISE

“She’s a persona non grata to me, a seductress and a pathological liar, desperately hunting for a soft landing. Walaih, she’s a none perona granta to me! Classic manipulator. But not this time, Natasha.” - Dr. Sandra C Duru

The time for silence is over. The time for hiding under the veil of gender activism, seductive manipulation, and orchestrated victimhood has expired. Nigeria sees you now, Natasha Akpoti, and so does the international community.

Behind every crocodile tear you shed, there is a sinister script. A script funded, sponsored, and choreographed by opposition forces hellbent on destabilizing the current administration of President Bola Ahmed Tinubu and Senate President Godswill Akpabio. But hear this: Nigeria will not fall for the same tired script again.

This isn’t about political decamping. If Natasha Akpoti and her entire marine spiritual squad wish to jump ship from PDP to APC, let them. The truth does not need party lines, it needs justice, and that is exactly what awaits her. The legal cases raised by Prof. Mgbeke (Dr. Sandra C. Duru) are not just files in a cabinet, they are raging fires of accountability backed by truth, evidence, and international and local legal systems.

Natasha, your path reeks of betrayal, and a trail blazed by Jezebel, Delilah, Athalia, and Potiphar’s wife, seduction to gain power, then weaponization of womanhood to destroy men, governments, and systems. You seduce, hate, manipulate, then strike with falsehood, hoping to bring down leaders who refuse to bow to your charm or agenda. But this isn’t Arise TV or BBC where you can stage your drama. This is the battleground of truth and i am directly involved!

Let the world remember that during the Jonathan administration, you played a similar game. You tried to entangle Reno Omokri. You aligned with useful pawns, manipulated narratives, and plotted with Oby Ezekwesili. But Mama Peace cried out: “There is God oooo!” And yes, there truly is. Your Chibok girls movie with your aunty Oby Ezekwesili!

Today, you’re trying to label the Senate President with baseless sexual harassment claims and now even falsely insinuate organ harvesting ties to the tragic case of Iniobong Umoren. Your goal? To paint Nigerian men, especially Yoruba leaders as predators, to stain this administration before the international community. But you have failed.

And now, because your lies are exposed, you’re sponsoring threats against the one woman you couldn’t manipulate, Prof. Mgbeke (Dr. Sandra C. Duru). You are using smear campaigns, fake activists, and proxy saboteurs from Imo and beyond. But you forget: this isn’t just a woman. This is a global powerhouse, a renowed media scientist, a criminologist, a public relations genius, and a lioness cloaked in divine assignment. But you are free to underestimate her as a jollof rice chef and local village woman, its her signature!

Dr. Sandra C. Duru does not deal in satire. She is surgical, legal, and prophetic. She is Deborah of our generation, and she is not afraid of your marine spirits, your fake feminists, your petty politics, or your blood-stained sponsors.

This is a message to every traitor, every enabler, and every coward hiding behind the false banner of justice while plotting the downfall of a nation: YOUR TAGGED “YORUBA GOVERNMENT” 🇳🇬 will rise above your schemes…..(1/2)",Ayekooto,Abuja,Sat May 10 14:36:55 +0000 2025,289,0,X_Apify
BBC,"Natasha home coming rally: Ebira people for Kogi central shun police to welcome senator Natasha Akpoti-Uduaghan

Source: BBC
 https://t.co/1rT15Ewxjt",Damian Opata,"Nsukka, Nigeria",Tue Apr 01 17:58:17 +0000 2025,0,0,X_Apify
BBC,"@BENNY7GG If any man try this with our Madam Senator Natasha Akpoti , she go just go CNN , NTA and BBC go talk say nah Harassment …

😆😆😆😆😆😆😆😆😆",Keny David,"Lagos, Nigeria",Mon Mar 31 03:51:31 +0000 2025,46,0,X_Apify
BBC,This Africa Day AESHI &amp; @FixPolitics are deeply disturbed by the vilifying of Senator Natasha Akpoti because of the sexual harassment allegations against the Senate President. She has a right 2 due process.See the video below by BBC Africa. @wipnigeria @obyezeks @EmergeWomenNg https://t.co/rsvKIqFc4R,AESHI,"Nairobi, Kenya",Fri Mar 28 13:26:32 +0000 2025,1,0,X_Apify
BBC,"Namibia’s President Netumbo Nandi-Ndaitwah speaks to BBC on Senator Natasha Akpoti-Uduaghan's sexual harassment allegations against Senator Godswill Akpabio: 

“You are hearing women being asked sex..... https://t.co/zJQepxd0Rc",Uduaghan Matthew,"Federal Capital Territory, Nig",Sun Mar 23 17:59:18 +0000 2025,0,0,X_Apify
BBC,"Natasha: Balance your stories, Omokri urges BBC, others 

A former presidential aide, Mr Reno Omokri, has appealed to foreign media, including the British Broadcasting Corporation, Sky News, and Deutsche Welle, to balance their stories on the senator representing Kogi Central Senatorial District, Senator Natasha Akpoti-Uduaghan, and her allegation of sexual harassment against the President of the Senate, Senator Godswill Akpabio.

https://t.co/uM3iRlo1Py",Nigerian Tribune,Nigeria,Sun Mar 23 07:35:01 +0000 2025,3,0,X_Apify
BBC,"Former presidential aide Reno Omokri has urged major international news outlets—BBC Africa, Sky News, and Deutsche Welle—urging them to provide balanced coverage of Senator Natasha Akpoti-Uduaghan’s recent sexual harassment allegations against Senate President Godswill Akpabio. https://t.co/EsWhZU3aQX",DAILY GIST,,Sun Mar 23 04:18:47 +0000 2025,1,0,X_Apify
BBC,"THE ALLEGATIONS.

Natasha Akpoti-Uduaghan, one of only four female senators in a 109-member Senate, didn’t mince words. She’s accused Godswill Akpabio, the Senate President and one of Nigeria’s most powerful men, of making persistent sexual advances toward her. She’s talked about crude remarks about her body that no one should have to endure, let alone a colleague in a professional setting. She’s alleged that when she rejected him, the retaliation was swift and brutal: a six-month suspension without pay, pushed through by a Senate that seemed more interested in protecting its own than investigating the truth. Natasha took her story public, first on Arise TV, then to the BBC and even the Inter-Parliamentary Union. Her voice has pierced through the noise, and the world is listening.

This isn’t just gossip fodder for Lagos tabloids. These are serious claims that strike at the heart of power dynamics in Nigeria. If true, they paint a picture of a Senate President who sees his position as a license to prey, and a system that punishes those who dare say no. For a country already battling a reputation for corruption and governance failures, this is a gut punch we didn’t need.",Exola Blog,"Austin, TX 78731",Sat Mar 22 19:34:20 +0000 2025,0,0,X_Apify
BBC,“The Nigerian Senate is run like a cult” - Senator Natasha Akpoti to BBC Africa. https://t.co/6pM50q2WJ3,gst,Nigeria,Sat Mar 22 18:23:03 +0000 2025,1,0,X_Apify
BBC,"Senator Natasha Akpoti is using her 6 months suspension to do global media tour.

She’s been to IPU, BBC (twice), Sky News, &amp; now Deutsche Welle News in Germany.

The Nigerian Senate, &amp; not just Senator Akpabio is getting dragged in the mud. 🤦‍♂️",Temitope Ayanbisi,"Lagos, Nigeria",Sat Mar 22 11:58:41 +0000 2025,7,0,X_Apify
BBC,"Sexual harass 😡🇳🇬: Nigerian Senate is run like a cult says Natasha Akpoti-Uduaghan - BBC

The Nigerian Struggles, an evil that will get to everyone, that's why wherever you see evil, stop them or they will spread like disease 🤮affecting all generations 

https://t.co/olsZNLek1d",Seefinish - Publyk Sqyare,,Fri Mar 21 16:12:06 +0000 2025,0,0,X_Apify
BBC,"Senator Natasha Akpoti-Uduaghan drags Godswill  Akpabio to Deutsche Welle News, Germany.

From AriseNews in Nigeria to the Inter Parliamentary Union, IPU in Geneva, Switzerland, to BBC and Sky News in London, Natasha whose last word before she was led out of the Senate Chamber was, ""This Injustice Will Not Be Sustained,"" has vowed to drag Akpabio in the mud. 
@NGRSenate @SPNigeria",tnc24news,"Lagos, Nigeria",Fri Mar 21 13:40:26 +0000 2025,0,0,X_Apify
BBC,"While reporting Senator Godswill Akpabio to BBC, Senator Natasha Akpoti said that Akpabio said that her waist would make 'good movements' and other senators laughed at her. 

 https://t.co/8JRgnEhtP8",Dr Penking™,"Pretoria, South Africa",Fri Mar 21 10:37:50 +0000 2025,3,0,X_Apify
BBC,"Natasha Akpoti is a shameless FUUL... what makes her think akpabio in any way wants anything from her or any other man for that matter!

She should go to court and prove her allegation using real evidence, i.e., witnesses to the alleged ""he said this to me, it means he is sexually harrassiing me...""

There are thousands of successful women from Nigeria in business, education government, armed forces, banks, service ondistry, religious institutions, courts etc., NONE OF THEM ARE SUPOORTING THIS CHARLATAN, who by the way lied against Reno Omokri a few years back, evidence is littered from his lawyers!

Going from one international tv station to another won't save her reputation or deflect from her uncouth behaviour, hiding it under her female gender role.

Courts do not make judgement based on ""he said or she said"", this is just an attempt by this stewpid individual to use her gender as a weapon to deflect from her gutter behaviour.

This is a person who resides in the PDP, a party that not sure when they ever respected women or gave them anything more than tokenistic positions. A party dominated by men but she never fought against them. 

Her attempt to paint the senate president and Nigeria in a bad light has failed on all counts. She must be a bitter woman in her home. I wonder whether her husband has side chics, and if he does has she ever fought him on the BBC or CNN?

SHE IS A DISGRACE TO NIGERIA!

🙏🇳🇬💥",CitizenOlu,Greater Federation of Nigeria,Fri Mar 21 08:26:33 +0000 2025,19,0,X_Apify
BBC,"Akpabio said ‘my waist’ would make ‘good movements’, Natasha Akpoti alleges 

Natasha Akpoti-Uduaghan, senator representing Kogi central in the upper legislative chamber, has alleged that Senate President Godswill Akpabio repeatedly threw suggestive and lewd comments her way.

Akpoti-Uduaghan was suspended from the senate on March 6 for “gross misconduct and unruly behaviour” over her seating arrangement altercation with the senate president.

Her suspension came a day after she submitted a sexual harassment petition against Akpabio on the floor of the senate.

In an interview with the BBC, Akpoti-Uduaghan restated that the “gross misconduct” premise for her suspension was a smokescreen to silence her.

She said Akpabio frequently made sexual advances towards her in and out of the senate chamber — and sometimes before other senators.

She alleged that Akpabio would “squeeze my hands in a very suggestive way”.

“There was a time I forgot to wear my ring because I rushed to work. And there were about five senators there. And Akpabio said ‘oh Natasha, you are not wearing your ring… is this an invitation to treat?” she said.

“There was another time he made a statement like ‘Natasha, your husband is really enjoying. It looks like you’d be able to make good movements with your waist’.

He makes such sexist statements. And then they (other senators) all laughed.”

Akpoti-Uduaghan broke down in tears when the interviewer asked what impact her victim shaming and intimidation claims have had on her.

“I just want a place where I would just work. I thought the worst was over, but I guess for a woman, it’s never really over, right?”

She, however, added that the positive for her is that some female parliamentarians from across Africa have been ringing her up to encourage her and to say they face similar sexually charged, male dominated environments in their respective parliaments.",GoldMyneTV,"Maryland, USA",Fri Mar 21 08:12:00 +0000 2025,7,0,X_Apify
BBC,Alleged Sexual Harassment: Akpabio Once Said My Waist Would Make Good Movements - Natasha Akpoti Tells BBC - https://t.co/ry7ZHPpmOy Suspended Senator Natasha Akpoti-Uduaghan has alleged yet again that the Senate President Godswill Akpabio on several occasions made... https://t.co/5mllnpgdlI,The Liberation News,"Lagos, Nigeria",Fri Mar 21 08:07:59 +0000 2025,0,0,X_Apify
BBC,"Natasha Akpoti-Uduaghan is on a REPORTING JOURNEY 

She has REPORTED Senator Godswill Akpabio to Arise News, IPU, BBC and Sky News, 

Natasha Akpoti has now gone to report Akpabio to a fresh news agency in the US called DW News. 

No evidence has been presented in all these. https://t.co/SVDHCtydey",Pst Okezie JAMES Atañi 🦨,"Ahead to Aso Rock Villa,",Fri Mar 21 06:30:48 +0000 2025,6,0,X_Apify
BBC,"After reporting Senator Godswill Akpabio to Arise News, IPU, BBC and Sky News, Natasha Akpoti has gone to report Akpabio to a fresh news agency in US called DW News. Where do you think she is going next?  https://t.co/YK2BFJ0Lmn",Dr Penking™,"Pretoria, South Africa",Fri Mar 21 06:02:02 +0000 2025,681,0,X_Apify
BBC,"Natasha Akpoti-Uduaghan says the system is trying ""silence"" her after she made sexual harassment allegations.

Source: BBC News https://t.co/jlJbaMf9Ae",'𝓴𝓮𝓶,United Kingdom,Thu Mar 20 20:13:16 +0000 2025,0,0,X_Apify
BBC,"The Nigerian Senate operates like a cult...""

- Senator Natasha Akpoti-Uduaghan reports Akpabio to BBC the third time  

 https://t.co/1akRmp8bnJ",Dr Penking™,"Pretoria, South Africa",Thu Mar 20 20:03:02 +0000 2025,3,0,X_Apify
BBC,Natasha Akpoti-Uduaghan's BBC interview reveals the grim reality for countless Nigerian female students facing lecturer harassment daily.,Biodun,Lagos,Thu Mar 20 19:45:29 +0000 2025,0,0,X_Apify
BBC,"“I thought the worst was over at the elections…”

Senator Natasha Akpoti-Uduaghan breaks down in tears while speaking to the BBC.
 https://t.co/6cDZdTDvvd",Michael Oyewole 🇳🇬,,Thu Mar 20 19:17:29 +0000 2025,0,0,X_Apify
BBC,"“I thought the worst was over at the elections…”

Senator Natasha Akpoti-Uduaghan breaks down in tears while speaking to the BBC. https://t.co/uVrE7zXa4d",@𝗼𝗻𝗲𝗷𝗼𝗯𝗹𝗲𝘀𝘀𝗯𝗼𝘆,,Thu Mar 20 18:20:20 +0000 2025,1483,0,X_Apify
BBC,"""'Nigerian Senate is Run like a #Cult' Claims Natasha Akpoti-Uduaghan - BBC Africa""
BBC News Africa @BBCAfrica
20 Mar 2025 [0:07:53]
https://t.co/HtdJ4caKi3
https://t.co/w9PUSDUGML",Cult Podcasts,,Thu Mar 20 16:25:51 +0000 2025,0,0,X_Apify
BBC,"After reporting to Arise TV, IPU, and BBC, Natasha Akpoti-Uduaghan has gone to report to Senate President Godswill
Akpabio to Sky News? Where do you think she is going next? Maybe Al Jazeera can help her get her mandate back  https://t.co/uS5WHVGPfO",I'm jab man,,Thu Mar 20 16:18:41 +0000 2025,0,0,X_Apify
BBC,"After reporting to Arise TV, IPU and BBC, Natasha Akpoti-Uduaghan has gone to report senate president Godswill
Akpabio to Sky News? Where do you think she is going next? 

 https://t.co/rpxnzRJLH9",Dr Penking™,"Pretoria, South Africa",Thu Mar 20 05:48:03 +0000 2025,673,0,X_Apify
